"","id","paper_freq","h_index","name_of_author","total_papers","citation_count","average_citations","country","institute","institute_ID","average_coauthors","connected_countries","connected_institutes","average_h_index_of_coauthors","average_DCM_papers_of_coauthors","author_classification","connections","connections_per_paper","second_order_connections","second_order_connections_per_paper","third_order_connections","third_order_connections_per_paper","betweenness","closeness"
"11","55604312100",4,8,"Sarkar S.",15,143,9.53333333333333,"India","Christian Medical College, Vellore",110107480,3.25,2,3,19.25,7.625,3,4,1,10,2.5,38,9.5,9.54,3.46769209640871
"12","7006832286",8,19,"Chacko A.",115,1233,10.7217391304348,"India","Christian Medical College, Vellore",110107480,3.375,2,3,14.1875,4.875,2,3,0.375,5,0.625,10,1.25,0,3.461393467905
"13","7003980398",19,53,"Riew K.",329,9466,28.7720364741641,"United States","Columbia University in the City of New York",124480942,6.10526315789474,4,33,34.859649122807,7.70175438596491,0,36,1.89473684210526,107,5.63157894736842,207,10.8947368421053,228.22965315449,3.48343929273536
"14","56189719400",2,6,"Schranck F.",13,54,4.15384615384615,"United States","SPIRITT Research",114434214,5.5,1,3,32.5,10.8333333333333,3,2,1,47,23.5,121,60.5,0.0854001854624097,3.47756226328475
"15","35496490800",5,37,"Yoshiya S.",333,5898,17.7117117117117,"Japan","Hyogo College of Medicine",100285462,5.8,1,6,22.125,5.0625,1,7,1.4,13,2.6,17,3.4,0.161666666666667,1.69198596154222
"16","56700270200",8,8,"Haddas R.",38,164,4.31578947368421,"United States","Texas Back Institute",60020125,4,1,3,3.73076923076923,5.61538461538461,3,6,0.75,13,1.625,29,3.625,0.01,3.46729528081659
"17","57205707211",6,3,"Boah A.",4,20,5,"United States","Texas Back Institute",60020125,4.5,1,3,4.78260869565217,5.91304347826087,3,6,1,13,2.16666666666667,29,4.83333333333333,0.01,3.46729528081659
"18","55828672900",3,3,"Arakal R.",4,20,5,"United States","Texas Back Institute",60020125,5,1,3,5.07142857142857,6.07142857142857,3,5,1.66666666666667,13,4.33333333333333,29,9.66666666666667,0,3.46727544242091
"19","57194471875",9,5,"Ju K.",9,42,4.66666666666667,"United States","Texas Back Institute",60020125,4.22222222222222,2,5,6.0625,5.5625,3,12,1.33333333333333,29,3.22222222222222,86,9.55555555555556,18.91,3.47355569439588
"20","6603840014",4,7,"Belanger T.",16,388,24.25,"United States","Texas Back Institute",110073995,4.75,1,2,4.5,6.1875,2,5,1.25,13,3.25,29,7.25,0,3.46727544242091
"21","10540091700",6,24,"Sakai Y.",81,1520,18.7654320987654,"Japan","National Center for Geriatrics and Gerontology - National Institute for Longevity Sciences",114562601,6.5,2,12,27.4583333333333,9.54166666666667,2,12,2,41,6.83333333333333,127,21.1666666666667,0.909272768091001,3.47764208979892
"22","57202423437",2,2,"Koshimizu H.",3,7,2.33333333333333,"Japan","Nagoya University School of Medicine",108184374,5,1,3,16.6666666666667,7.66666666666667,3,3,1.5,19,9.5,42,21,0,3.47146637947825
"23","36016444900",11,15,"Hida T.",65,986,15.1692307692308,"Japan","Japanese Red Cross Nagoya Daini Hospital",120184301,7.81818181818182,1,10,23.6301369863014,14.7123287671233,2,16,1.45454545454545,42,3.81818181818182,128,11.6363636363636,1.47075415629677,3.47776183644189
"24","56203333800",6,11,"Ito K.",89,538,6.04494382022472,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,9.33333333333333,1,9,26.0666666666667,14.4888888888889,2,13,2.16666666666667,42,7,128,21.3333333333333,1.21224762394024,3.47770196208961
"25","6603402906",12,29,"Chikuda H.",141,4194,29.7446808510638,"Japan","Graduate School of Medicine",124525153,8.25,1,27,24.6315789473684,8.80263157894737,2,31,2.58333333333333,129,10.75,198,16.5,48.1443046487765,3.4827185894415
"26","57210724491",3,2,"Yue W.",10,10,1,"Singapore","Mount Elizabeth Medical Centre",105462828,6.66666666666667,1,3,5.92857142857143,4.14285714285714,3,5,1.66666666666667,10,3.33333333333333,10,3.33333333333333,0.0025,1.67222234486412
"27","57044894000",2,2,"Ling Z.",11,10,0.909090909090909,"Singapore","Singapore General Hospital",113195985,7,1,3,5.28571428571429,4.14285714285714,3,5,2.5,10,5,10,5,0.0025,1.67222234486412
"28","57205709827",2,3,"Chen L.",5,24,4.8,"Singapore","Singapore General Hospital",113195985,6.5,1,3,5.75,4.375,3,4,2,10,5,10,5,0,1.67221773047493
"29","57210726896",3,2,"Guo C.",14,12,0.857142857142857,"Singapore","Singapore General Hospital",113195985,6.66666666666667,1,3,5.54545454545455,4,3,5,1.66666666666667,10,3.33333333333333,10,3.33333333333333,0.0025,1.67222234486412
"30","7403366574",9,17,"Tan S.",57,1326,23.2631578947368,"Singapore","Singapore General Hospital",60017958,6.88888888888889,2,5,9.22222222222222,4.14814814814815,2,9,1,10,1.11111111111111,10,1.11111111111111,0.1225,1.67224080267559
"31","7003660965",8,70,"Shaffrey C.",554,17475,31.543321299639,"United States","Duke University Health System",60004654,14.875,2,21,48.2575757575758,9.3030303030303,1,21,2.625,71,8.875,138,17.25,3.15837971186295,3.47883992743806
"32","6603391848",5,67,"McGirt M.",321,13809,43.018691588785,"United States","Carolina Neurosurgery & Spine Associates",60076639,9.8,1,6,36.5238095238095,7.23809523809524,1,8,1.6,41,8.2,92,18.4,2.40791611824479,3.47399377432799
"33","7003796252",7,43,"Sasso R.",147,5698,38.7619047619048,"United States","Indiana Spine Group",60002944,9.14285714285714,2,17,47,9.625,1,17,2.42857142857143,74,10.5714285714286,149,21.2857142857143,12.3886585049172,3.47917946480345
"34","35448072700",7,56,"Anderson P.",318,10320,32.4528301886792,"United States","University of Wisconsin-Madison",60032179,3.71428571428571,1,5,43,12,1,5,0.714285714285714,59,8.42857142857143,125,17.8571428571429,2.50714041815316,3.47812112585518
"35","57206243894",2,7,"Qi M.",11,166,15.0909090909091,"China","Second Military Medical University",112136803,6,1,4,21.5714285714286,8.57142857142857,3,5,2.5,19,9.5,23,11.5,0,1.74786348205556
"36","7201517333",16,29,"Yuan W.",270,3262,12.0814814814815,"China","Changzheng Hospital",113918965,6.5,2,11,13.2068965517241,4.6551724137931,2,18,1.125,23,1.4375,24,1.5,2.655,1.74801473409119
"37","7501614559",6,29,"Hanfu H.",329,3652,11.1003039513678,"China","Northwest Normal University",103234440,8.33333333333333,2,6,12.5151515151515,6.12121212121212,2,12,2,21,3.5,23,3.83333333333333,0.0675,1.7479088549178
"38","54931860200",5,12,"Kato S.",66,522,7.90909090909091,"Japan","University of Tokyo",60025272,7,1,13,25.1851851851852,10,2,15,3,69,13.8,202,40.4,1.07118149676731,3.48143807521285
"39","57208660616",11,15,"Oshima Y.",101,1152,11.4059405940594,"Japan","University of Tokyo Hospital",100298467,7.27272727272727,2,16,25.6323529411765,8.95588235294118,2,19,1.72727272727273,100,9.09090909090909,258,23.4545454545455,80.3588864964659,3.48408016833972
"40","55555616600",11,55,"Tanaka S.",519,15010,28.9210019267823,"Japan","University of Tokyo",60025272,6.90909090909091,2,13,18.3968253968254,8.80952380952381,0,16,1.45454545454545,88,8,251,22.8181818181818,31.6060474104268,3.48339924583832
"41","37087741600",7,10,"Taniguchi Y.",56,411,7.33928571428571,"Japan","University of Tokyo",105707743,7,2,10,24.9767441860465,9.6046511627907,2,12,1.71428571428571,86,12.2857142857143,248,35.4285714285714,15.2607646503788,3.48321904619576
"42","55866729400",6,7,"Matsubayashi Y.",33,154,4.66666666666667,"Japan","University of Tokyo Hospital",60004225,7.16666666666667,2,8,25.6756756756757,9.75675675675676,3,10,1.66666666666667,86,14.3333333333333,248,41.3333333333333,14.4774098505709,3.4831790043626
"43","35207858400",7,6,"Zhou F.",21,137,6.52380952380952,"China","Peking University Third Hospital",123446544,4.57142857142857,2,4,11.52,6.96,3,9,1.28571428571429,31,4.42857142857143,92,13.1428571428571,35.2959999999997,3.47369507148016
"44","55702248700",5,9,"Zhang F.",33,284,8.60606060606061,"China","Peking University Third Hospital",123446544,7.2,2,5,11.1944444444444,7.02777777777778,2,12,2.4,29,5.8,86,17.2,6.94266666666669,3.47355569439588
"45","56275471800",4,6,"Zhao Y.",15,123,8.2,"China","Peking University Third Hospital",123446544,5.25,2,3,10.8947368421053,7.42105263157895,3,8,2,29,7.25,86,21.5,1.19600000000001,3.47347605536927
"46","8073277200",12,12,"Sun Y.",42,362,8.61904761904762,"China","Peking University Third Hospital",123446544,5.16666666666667,2,5,11.0185185185185,5.7037037037037,2,13,1.08333333333333,29,2.41666666666667,86,7.16666666666667,10.0476666666667,3.47357560472315
"47","7402713216",6,6,"Pan S.",26,152,5.84615384615385,"China","Peking University Third Hospital",123446544,5.5,2,3,11.7368421052632,7,3,9,1.5,29,4.83333333333333,86,14.3333333333333,2.22766666666667,3.47349596478357
"48","56275613300",3,3,"Zhang Y.",6,64,10.6666666666667,"China","Peking University Third Hospital",123446544,4.66666666666667,1,1,9.5,7.5,3,6,2,15,5,31,10.3333333333333,0,3.46753335927308
"49","56549203400",3,1,"Tang Y.",2,6,3,"China","Peking University Third Hospital",123446544,4,1,1,19.5,10,3,2,0.666666666666667,14,4.66666666666667,29,9.66666666666667,0,3.4672357663106
"50","55673699800",8,27,"Liu Z.",185,2839,15.3459459459459,"China","Peking University Third Hospital",123446544,4.125,1,1,8.15151515151515,6.84848484848485,2,8,1,15,1.875,31,3.875,0.12,3.46757304219453
"51","56680615700",7,16,"Kimura A.",58,829,14.2931034482759,"Japan","Jichi Medical University",108094550,9.71428571428571,1,23,23.3,8.08,2,29,4.14285714285714,148,21.1428571428571,177,25.2857142857143,8.15598954386578,3.48121808165352
"52","7202870103",18,31,"Takeshita K.",153,2747,17.9542483660131,"Japan","Jichi Medical University",60102128,8.61111111111111,1,30,27.5315315315315,8.52252252252252,1,42,2.33333333333333,141,7.83333333333333,215,11.9444444444444,71.4139715717948,3.48377972854112
"53","57190295473",5,14,"Inoue H.",46,559,12.1521739130435,"Japan","Jichi Medical University",108094550,7.6,1,10,20.7241379310345,7.82758620689655,2,16,3.2,90,18,174,34.8,0.450423291495789,3.47965892452126
"54","7403997133",3,6,"Endo T.",17,107,6.29411764705882,"Japan","Jichi Medical University",108094550,5.33333333333333,1,4,17.9230769230769,7.38461538461539,3,6,2,54,18,165,55,0.0170533216783217,3.47818101464165
"55","35238506600",8,65,"Smith J.",445,15190,34.1348314606742,"United States","University of Virginia",60021918,13.75,2,20,48.5076923076923,9.36923076923077,1,20,2.5,71,8.875,138,17.25,2.03017920368752,3.47881995671567
"56","56590896900",7,54,"Takahashi K.",572,11930,20.8566433566434,"Japan","Chiba University",103191846,13.5714285714286,1,17,29.4772727272727,8.61363636363636,1,19,2.71428571428571,107,15.2857142857143,171,24.4285714285714,4.45693000925621,3.47993867038779
"57","26967671500",6,18,"Furuya T.",157,1282,8.1656050955414,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,13.3333333333333,1,14,27.5945945945946,6.78378378378378,2,19,3.16666666666667,90,15,174,29,2.51997597054607,3.47971886627773
"58","12776896400",7,32,"Koda M.",220,3066,13.9363636363636,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,12.4285714285714,1,15,24.95,6.525,1,20,2.85714285714286,90,12.8571428571429,174,24.8571428571429,2.63049637638663,3.47973884732215
"59","7402387545",10,40,"Yamazaki M.",324,5192,16.0246913580247,"Japan","University of Tsukuba",60014256,11.9,1,28,23.0298507462687,6.22388059701493,0,33,3.3,148,14.8,177,17.7,12.6880762287634,3.48129807609451
"60","7404036396",6,31,"Yoon S.",97,3016,31.0927835051546,"United States","Emory University School of Medicine",60002339,12.1666666666667,2,18,48.9074074074074,10.2222222222222,1,18,3,47,7.83333333333333,112,18.6666666666667,0.135750222000222,3.47522895794744
"61","7404921099",8,19,"Song Y.",283,1303,4.60424028268551,"China","West China School of Medicine/West China Hospital of Sichuan University",123465160,6.5,1,3,14.5,6.57142857142857,2,5,0.625,14,1.75,29,3.625,0,3.46729528081659
"62","56118160200",5,15,"Liu L.",149,677,4.54362416107383,"China","West China School of Medicine/West China Hospital of Sichuan University",123465160,7.4,1,3,15.6363636363636,7.54545454545455,2,5,1,14,2.8,29,5.8,0,3.46729528081659
"63","56072774900",8,17,"Liu H.",213,1058,4.96713615023474,"China","The First Affiliated Hospital of Soochow University",123505395,6.75,1,2,15.4166666666667,6.83333333333333,2,5,0.625,14,1.75,29,3.625,0,3.46729528081659
"64","35269786700",7,27,"Smith Z.",156,2130,13.6538461538462,"United States","University of Oklahoma Health Sciences Center",104510487,4.71428571428571,1,4,2.8,2.6,2,4,0.571428571428571,5,0.714285714285714,5,0.714285714285714,0,1.65837479270315
"65","56683913000",2,3,"Kojima M.",4,45,11.25,"Japan","Chiba University Hospital",103215613,13,1,3,36,7.5,3,4,2,41,20.5,162,81,0,3.47568739461096
"66","7201486435",6,34,"Heller J.",104,5391,51.8365384615385,"United States","Emory University School of Medicine",103166714,4.5,3,11,31.1666666666667,8.72222222222222,1,14,2.33333333333333,84,14,135,22.5,93.6082688993204,3.47923939004226
"67","14006868500",11,38,"Matsuyama Y.",293,4567,15.5870307167236,"Japan","Hamamatsu University School of Medicine",60005684,6.36363636363636,2,11,27.1739130434783,13.0652173913043,1,13,1.18181818181818,41,3.72727272727273,127,11.5454545454545,0.262821964091201,3.47766204700009
"68","7202444605",7,12,"Yamazaki A.",24,497,20.7083333333333,"Japan","Niigata Central Hospital",102546097,5.42857142857143,1,4,17.1428571428571,4.78571428571429,2,4,0.571428571428571,9,1.28571428571429,48,6.85714285714286,9.545,3.47375480794034
"69","57205170829",6,24,"Watanabe K.",112,1439,12.8482142857143,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,5.66666666666667,1,4,12,5.38461538461539,2,3,0.5,5,0.833333333333333,9,1.5,0.005,3.46743415594299
"70","49964581000",3,6,"Shoji H.",24,178,7.41666666666667,"Japan","Niigata University School of Medicine",108089578,5.66666666666667,1,2,18.8571428571429,6.42857142857143,3,2,0.666666666666667,5,1.66666666666667,9,3,0,3.46741431595812
"71","7005942578",28,94,"Fehlings M.",1012,39339,38.8725296442688,"Canada","University of Toronto Faculty of Medicine",60021600,7.10714285714286,5,33,37.4010416666667,10.4479166666667,0,33,1.17857142857143,97,3.46428571428571,150,5.35714285714286,41.6676356981316,3.48015850226842
"72","56069545900",3,9,"Liu S.",16,321,20.0625,"United States","Naval Medical Center San Diego",113106246,12.3333333333333,2,9,53,9.7,2,9,3,39,13,102,34,0,3.47421285573417
"73","57215943406",3,0,"Kosztowski T.",1,0,0,"United States","Texas Back Institute",60020125,4,1,1,5.33333333333333,7.66666666666667,3,3,1,13,4.33333333333333,29,9.66666666666667,0,3.4672357663106
"74","9044180400",24,25,"Ito K.",82,1605,19.5731707317073,"Japan","Chubu Rosai Hospital",107166408,7.75,2,13,23.5802469135802,13.7901234567901,2,23,0.958333333333333,42,1.75,128,5.33333333333333,1.22604324702729,3.47790155128183
"75","34975067800",13,58,"Ishiguro N.",752,13050,17.3537234042553,"Japan","Nagoya University Graduate School of Medicine",124486518,8.30769230769231,1,10,23.325,14.025,0,18,1.38461538461538,42,3.23076923076923,128,9.84615384615385,0.158138685280787,3.47780175382214
"76","57208767575",10,32,"Imagama S.",323,4486,13.8885448916409,"Japan","Japanese Organization of the Study for Ossification of Spinal Ligament (JOSL)",124134898,11.4,2,19,24.9879518072289,13.8072289156626,1,32,3.2,99,9.9,202,20.2,48.0963006748542,3.48127807713961
"77","24366467300",19,20,"MacHino M.",136,1244,9.14705882352941,"Japan","Nagoya University Graduate School of Medicine",124486518,7.94736842105263,1,10,23.330985915493,14.3169014084507,2,20,1.05263157894737,42,2.21052631578947,128,6.73684210526316,1.11765027888432,3.47784167211873
"78","7102485453",23,29,"Kato F.",130,2452,18.8615384615385,"Japan","Chubu Rosai Hospital",107166408,7.47826086956522,1,11,23.1375,14.175,2,21,0.91304347826087,42,1.82608695652174,128,5.56521739130435,1.14925742174146,3.47786163161066
"79","56109281900",2,2,"Fawcett M.",2,57,28.5,"Switzerland","AOSpine Research Network",109724878,4.5,2,4,52.2,16.2,3,4,2,36,18,97,48.5,0,3.47387428702456
"80","8662634700",7,28,"Singh A.",66,3437,52.0757575757576,"Canada","University of Toronto",113876755,3.42857142857143,3,6,42,12.8571428571429,2,5,0.714285714285714,36,5.14285714285714,97,13.8571428571429,3.2,3.47389420100433
"81","55581352300",12,29,"Tetreault L.",106,2815,26.5566037735849,"Canada","University of Toronto",60016849,5.41666666666667,4,13,49.6091954022989,15.9310344827586,2,13,1.08333333333333,62,5.16666666666667,116,9.66666666666667,3.57479279774775,3.47706343058783
"82","55823816100",6,16,"Nouri A.",57,1257,22.0526315789474,"Switzerland","Hôpitaux universitaires de Genève",60009963,6.66666666666667,4,10,50.1923076923077,16.8461538461538,2,9,1.5,61,10.1666666666667,111,18.5,3.32288156966339,3.47678414678225
"83","24173525700",2,6,"Takabatake M.",13,250,19.2307692307692,"Japan","Kobe Rosai Hospital",106732241,7,1,2,11.5,3,2,4,2,9,4.5,16,8,0,1.69194816942934
"84","23995677100",3,11,"Kaneyama S.",18,433,24.0555555555556,"Japan","Kobe Rosai Hospital",106732241,6.33333333333333,1,3,11.9,3.1,2,5,1.66666666666667,12,4,16,5.33333333333333,0.033,1.69196706527475
"85","17036840300",5,19,"Sumi M.",53,1094,20.6415094339623,"Japan","Kobe Rosai Hospital",106732241,6,1,6,21.6470588235294,4.35294117647059,2,8,1.6,16,3.2,17,3.4,0.364,1.69200485823177
"86","7201732358",2,8,"Kasahara K.",16,282,17.625,"Japan","Kobe Rosai Hospital",106732241,7,1,2,11,3,2,4,2,9,4.5,16,8,0,1.69194816942934
"87","10539108700",2,8,"Kanemura A.",15,262,17.4666666666667,"Japan","Kobe Rosai Hospital",114716672,7,1,1,11,3,2,4,2,9,4.5,16,8,0,1.69194816942934
"88","57210771483",5,53,"Lafage V.",433,11437,26.4133949191686,"United States","Hospital for Special Surgery - New York",113536029,12.2,2,14,53.5555555555556,9.55555555555556,1,14,2.8,67,13.4,138,27.6,0.587785331468812,3.47862026210198
"89","9841977000",5,55,"Ames C.",495,11221,22.6686868686869,"United States","University of California, San Francisco",113831505,12,2,14,54.9615384615385,9.80769230769231,1,14,2.8,67,13.4,138,27.6,0.587785331468812,3.47862026210198
"90","57193028941",3,4,"Hopkins B.",24,54,2.25,"United States","Northwestern University Feinberg School of Medicine",113831469,5,1,3,9.7,3.8,3,4,1.33333333333333,5,1.66666666666667,5,1.66666666666667,0,1.65837479270315
"91","57203943133",3,2,"Paliwal M.",6,13,2.16666666666667,"United States","University of Oklahoma Health Sciences Center",104510487,5,1,4,10.3,3.8,3,4,1.33333333333333,5,1.66666666666667,5,1.66666666666667,0,1.65837479270315
"92","7102963869",19,58,"Benzel E.",832,13695,16.4603365384615,"United States","Cleveland Clinic Lerner College of Medicine of Case Western Reserve University",60080345,6.36842105263158,3,17,29.8914285714286,7.46285714285714,0,18,0.947368421052632,89,4.68421052631579,158,8.31578947368421,32.4589566203686,3.47973884732215
"93","7003908393",6,28,"Mroz T.",214,2733,12.7710280373832,"United States","Cleveland Clinic Lerner College of Medicine of Case Western Reserve University",60080345,6.83333333333333,1,5,35.78,10.42,2,6,1,49,8.16666666666667,115,19.1666666666667,0.804339791512875,3.47760217608374
"94","7103256066",6,32,"Steinmetz M.",199,3257,16.3668341708543,"United States","Cleveland Clinic Lerner College of Medicine of Case Western Reserve University",60080345,8,1,7,34.2203389830508,10.0169491525424,1,8,1.33333333333333,45,7.5,115,19.1666666666667,1.34874735052725,3.47756226328475
"95","37037729400",6,20,"Lubelski D.",125,1335,10.68,"United States","Johns Hopkins School of Medicine",113142459,6.83333333333333,1,5,36.9577464788732,10.3098591549296,2,6,1,49,8.16666666666667,115,19.1666666666667,0.804339791512875,3.47760217608374
"96","57203646597",19,39,"Rajshekhar V.",296,5875,19.847972972973,"India","Christian Medical College, Vellore",110107480,2,2,4,22.2727272727273,7.72727272727273,1,6,0.315789473684211,38,2,94,4.94736842105263,18.99,3.47393402964882
"97","7202944018",13,46,"Arnold P.",300,6717,22.39,"United States","University of Kansas, School of Medicine",100305747,8.92307692307692,4,24,48.4891304347826,11.6521739130435,0,24,1.84615384615385,92,7.07692307692308,150,11.5384615384615,14.9007148441773,3.47987872105843
"98","21643685700",11,34,"Kopjar B.",119,3038,25.5294117647059,"United States","University of Washington, Seattle",60015481,7.72727272727273,4,18,46.7361111111111,11.6527777777778,1,17,1.54545454545455,58,5.27272727272727,126,11.4545454545455,2.26797127300135,3.47774187809539
"99","14027268300",4,6,"Ren L.",20,144,7.2,"China","Chui Yang Liu Hospital affiliated to Tsinghua University",123379451,5.75,1,3,17.3636363636364,8.27272727272727,3,7,1.75,12,3,20,5,25.04,3.46170983331239
"100","15754933300",7,26,"Zhang Y.",399,2858,7.16290726817043,"China","Hebei Medical University",103539150,4.42857142857143,1,3,13.8,9.9,2,7,1,10,1.42857142857143,12,1.71428571428571,0.630000000000002,3.45555112048811
"101","35409112400",2,6,"Du W.",9,122,13.5555555555556,"China","Hebei Medical University",103539206,5,1,3,15.2,8.8,3,6,3,10,5,12,6,0,3.45553141625468
"102","55215138100",4,6,"Zhang P.",13,104,8,"China","Hebei Medical University",103539150,4.25,1,3,16.7857142857143,9.78571428571429,3,7,1.75,10,2.5,12,3,0.630000000000002,3.45555112048811
"103","8524552000",11,18,"Ding W.",164,1153,7.03048780487805,"China","Hebei Medical University",103539206,4.72727272727273,1,4,14.5483870967742,8.83870967741935,2,8,0.727272727272727,10,0.909090909090909,12,1.09090909090909,1.69,3.45557082494626
"104","35774484100",17,18,"Shen Y.",205,1344,6.55609756097561,"China","Hebei Medical University",103539206,4.52941176470588,1,4,15.075,6.85,2,8,0.470588235294118,10,0.588235294117647,12,0.705882352941177,1.69,3.45557082494626
"105","7401835571",6,15,"Taniguchi S.",33,411,12.4545454545455,"Japan","Kansai Medical University",100295381,8.83333333333333,1,22,23.025641025641,8.97435897435897,2,22,3.66666666666667,126,21,166,27.6666666666667,6.86313182009261,3.47989870393872
"106","7402504819",15,28,"Tani T.",136,2551,18.7573529411765,"Japan","Kubokawa Hospital",100570563,6.06666666666667,1,18,23.4923076923077,8.53846153846154,2,18,1.2,107,7.13333333333333,171,11.4,12.3664629740022,3.4799186870485
"107","6506163209",2,7,"Takemasa R.",19,260,13.6842105263158,"Japan","Kochi University",103707331,9,1,3,20.5555555555556,9.77777777777778,2,3,1.5,33,16.5,141,70.5,0,3.47453156892874
"108","7006991057",10,21,"Ushida T.",135,1569,11.6222222222222,"Japan","Aichi Medical University",103265969,4.6,1,5,18.8372093023256,9.13953488372093,2,5,0.5,33,3.3,141,14.1,0.00666666666666667,3.47457141218967
"109","7004205154",5,11,"Chaloupka R.",57,536,9.40350877192983,"Czech Republic","Fakultni Nemocnice Brno",60022084,7.4,1,5,14.9642857142857,7.39285714285714,2,11,2.2,13,2.6,13,2.6,0.00503968253968254,1.68066760776657
"110","57202605966",2,6,"Takano Y.",15,126,8.4,"Japan","Iwai Orthopaedic Medical Hospital",117644092,7,1,5,22,10,3,5,2.5,48,24,174,87,12.68,3.48001860604007
"111","57189071246",2,4,"Baba S.",5,79,15.8,"Japan","Iwai Orthopaedic Medical Hospital",117644092,8.5,1,9,30.5384615384615,10.3076923076923,3,9,4.5,58,29,198,99,0.326031746031746,3.48077817793324
"112","55292900000",3,7,"Huang X.",19,139,7.31578947368421,"China","Changhai Hospital",116451682,8.66666666666667,1,6,11.047619047619,6.33333333333333,3,7,2.33333333333333,13,4.33333333333333,14,4.66666666666667,0.00166666666666667,1.74769209472145
"113","57188926364",5,12,"Chen Z.",35,303,8.65714285714286,"China","Shanghai Jiao Tong University",113623850,8,1,6,10.3333333333333,6.20833333333333,2,8,1.6,13,2.6,14,2.8,0.0125,1.74769713504565
"114","7103185447",13,17,"Hou T.",88,862,9.79545454545454,"China","Tongji University",105166145,6.07692307692308,1,9,9.57894736842105,5.17543859649123,2,12,0.923076923076923,14,1.07692307692308,16,1.23076923076923,0.423333333333334,1.74783323478938
"115","57205849240",3,5,"Cai B.",5,30,6,"China","Changhai Hospital",104766404,8.66666666666667,1,6,11.3333333333333,6.33333333333333,3,7,2.33333333333333,13,4.33333333333333,14,4.66666666666667,0.00166666666666667,1.74769209472145
"116","55757770700",8,11,"Li Z.",46,345,7.5,"China","Dalian Medical University",103301663,6.875,1,9,11.5227272727273,6.27272727272727,2,11,1.375,14,1.75,16,2,0.3175,1.74782819368013
"117","54781498400",6,12,"Li F.",24,299,12.4583333333333,"China","Changzheng Hospital",113715444,6.83333333333333,1,9,10.2115384615385,6.03846153846154,2,11,1.83333333333333,14,2.33333333333333,16,2.66666666666667,0.394166666666667,1.74782819368013
"118","56699504700",2,8,"Zhang Y.",10,193,19.3,"China","Second Military Medical University",112136803,9,1,6,10.8571428571429,6.28571428571429,3,6,3,13,6.5,14,7,0,1.74768705442632
"119","35452973500",12,62,"Hilibrand A.",274,13074,47.7153284671533,"United States","Thomas Jefferson University",60015277,8,1,5,50.8111111111111,9.47777777777778,0,8,0.666666666666667,37,3.08333333333333,92,7.66666666666667,4.85492055728942,3.47387428702456
